"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"947",7,0,11,1,1,0,0,19,1,51,0,0,22,18,0,1,7,9,1,42,18,3,5,34,58,4,3,11,0,2,6,2,14,20,1,17,6,26,15,15,6,58,331,1,1,9,9,0,2,17,4,1,0,52,5,16,6,18,6,6,0,38,43,5,3,17,0,4,14,2,1,8,5,15,6,3,6,4,4,42,29,17,11,0,6,27,16,2,67,41,6,8,40,0,0,4,0,1,0,2
"948",4,0,3,5,3,0,0,17,2,45,0,0,10,20,0,5,7,2,0,40,29,1,5,27,57,5,6,9,0,3,13,2,15,17,0,11,9,41,15,7,1,56,286,0,0,10,5,0,3,14,5,3,0,52,3,17,7,10,2,4,0,31,67,3,6,26,0,6,18,4,0,4,3,16,5,4,6,5,6,48,30,23,2,0,2,30,12,3,75,32,6,7,37,1,2,7,0,2,1,1
"949",8,1,5,4,4,2,2,21,1,28,2,0,18,12,0,5,5,2,3,40,16,2,2,27,49,3,3,7,0,1,7,3,23,19,1,18,9,38,21,18,4,54,346,0,0,8,15,0,4,18,3,0,10,48,2,27,5,19,2,2,0,29,81,3,3,30,0,3,12,2,8,5,2,25,3,3,5,4,11,49,25,15,3,0,6,22,16,5,83,42,7,11,28,1,2,7,0,2,2,1
"950",5,0,4,2,2,1,3,24,8,22,0,0,19,10,0,6,3,1,1,40,87,1,5,23,60,6,1,18,0,2,13,2,13,24,1,6,9,34,15,10,3,55,492,0,0,18,11,0,2,19,0,0,6,42,0,23,4,22,4,6,0,17,45,2,7,23,0,1,14,2,3,11,0,29,2,1,2,2,8,44,22,14,5,0,3,2,20,2,41,37,5,10,49,1,0,5,0,1,2,0
"951",8,0,17,3,2,0,2,19,5,27,1,0,12,17,0,1,6,0,1,40,135,2,3,20,68,5,4,26,0,1,9,1,10,29,1,13,7,35,18,2,0,60,499,0,3,9,12,0,3,24,1,0,6,35,0,20,1,10,1,4,0,28,23,10,9,12,13,3,21,0,0,8,0,17,7,5,7,3,2,46,30,18,6,0,2,0,19,0,19,37,3,9,33,2,0,1,0,0,0,1
"952",9,0,10,2,2,0,1,16,10,30,0,1,24,15,0,2,8,9,1,41,65,2,5,21,58,1,8,12,0,0,11,0,22,26,1,10,5,25,14,4,0,54,503,0,1,15,5,0,1,22,4,1,8,46,1,20,1,18,0,7,0,27,19,4,5,18,2,2,12,0,1,7,0,25,6,1,3,2,7,37,26,22,5,0,3,18,20,1,67,36,4,5,27,2,0,11,0,1,0,4
"953",8,0,10,3,2,0,0,17,9,36,0,3,22,13,0,0,4,6,1,42,136,1,7,18,54,3,4,17,0,1,14,0,13,22,1,16,9,22,14,11,17,56,471,0,0,11,10,0,3,20,1,1,0,48,2,19,3,5,13,7,0,32,19,3,5,9,2,1,21,3,5,9,3,25,7,2,1,2,2,51,29,16,3,1,6,28,26,0,31,32,6,8,55,4,2,5,0,1,1,1
"954",6,0,7,2,2,0,0,26,11,45,0,0,19,17,0,3,4,2,0,37,81,2,4,31,52,3,5,17,0,1,6,0,21,25,0,14,2,36,22,7,16,72,576,0,3,7,10,0,2,20,0,2,4,37,2,18,2,14,10,12,0,47,64,4,5,6,1,2,18,0,7,5,3,25,7,1,3,1,4,44,25,15,8,1,1,26,21,1,71,36,2,3,53,0,2,2,0,2,2,2
"955",8,0,4,1,4,3,0,14,18,37,1,0,13,11,0,3,5,1,0,46,46,0,6,42,70,1,5,25,0,1,12,1,10,18,1,15,9,37,23,21,2,56,574,0,3,10,11,0,0,14,2,1,5,52,2,23,8,16,7,3,0,41,43,1,10,11,0,3,6,1,7,3,4,29,7,3,2,4,8,43,25,18,7,0,2,26,25,2,113,40,3,6,51,0,1,12,0,0,0,0
"956",8,0,11,1,6,1,0,22,13,50,0,0,12,10,0,2,3,0,0,55,29,0,6,38,49,4,5,11,0,1,13,1,19,15,1,12,6,32,22,19,9,49,639,0,3,10,20,0,2,13,1,1,4,61,2,18,4,14,3,7,0,33,77,6,3,14,0,1,13,0,1,3,2,31,6,4,0,2,4,37,25,18,7,0,4,12,22,0,116,34,4,5,60,1,1,7,0,0,0,3
"957",11,0,7,2,4,0,0,20,7,47,0,0,14,19,0,3,5,8,0,40,12,1,3,38,39,3,5,16,4,2,9,0,22,22,1,21,6,23,18,12,4,65,568,0,1,7,11,0,1,16,2,0,3,44,1,14,8,5,7,10,0,36,66,6,3,18,0,2,5,0,3,4,6,29,6,4,4,3,7,33,38,21,10,0,2,30,20,0,117,44,2,13,38,0,1,12,0,0,1,1
"958",6,0,11,2,4,1,0,21,8,49,1,0,18,17,8,1,6,8,0,35,40,1,8,22,62,3,5,4,2,1,5,2,16,20,0,18,13,36,18,10,0,49,548,0,3,16,9,0,1,12,1,0,4,53,1,26,3,9,5,9,0,36,66,7,5,15,0,3,1,1,2,4,9,16,12,1,3,5,9,51,35,16,7,0,3,37,18,1,94,37,6,5,66,0,0,4,0,1,0,2
"959",6,0,5,4,3,0,0,16,6,54,2,0,13,15,2,2,4,6,2,35,33,0,4,24,61,3,0,3,6,1,10,3,18,28,0,15,10,35,23,6,1,56,529,0,0,6,14,1,1,15,3,1,1,45,1,17,10,5,2,8,0,36,57,4,4,18,0,5,1,0,2,6,5,15,12,2,1,4,7,38,41,12,8,0,4,28,24,0,105,38,3,10,61,1,0,3,0,0,1,0
"960",4,0,10,2,5,0,0,23,8,33,0,0,16,12,0,4,4,10,0,42,6,1,8,13,67,3,7,27,2,5,11,3,17,18,0,15,16,21,19,11,1,60,557,0,3,12,9,0,2,23,2,0,13,48,0,17,10,10,19,8,0,19,38,0,5,21,0,2,0,1,0,6,4,17,10,0,2,5,6,41,28,22,1,0,6,3,18,4,177,46,3,9,84,0,1,4,0,2,1,1
"961",11,0,4,4,1,1,3,26,9,35,0,0,18,18,0,1,3,12,0,43,19,1,7,19,60,3,2,15,1,0,17,0,20,27,2,25,4,25,27,15,12,47,502,0,1,9,9,1,0,18,4,1,2,47,5,23,7,14,4,13,0,29,38,1,7,18,0,4,4,5,0,3,3,22,11,0,0,4,12,46,26,17,5,2,3,1,22,3,92,32,2,3,57,0,1,14,0,1,1,1
"962",6,0,2,4,4,0,4,18,9,24,1,0,22,17,1,1,2,24,3,43,23,2,6,30,73,1,5,12,0,1,11,1,26,30,3,13,8,23,15,19,9,52,496,0,3,10,8,0,0,21,1,2,0,46,1,27,2,9,3,11,0,32,74,0,4,33,0,5,10,3,2,10,6,19,10,0,1,2,9,46,31,22,4,0,3,1,21,1,56,35,3,2,53,0,2,10,0,2,0,1
"963",4,1,9,7,2,0,1,16,6,19,0,0,7,12,0,0,6,16,3,43,38,1,3,21,62,2,3,7,0,1,12,7,21,25,2,16,10,35,17,10,8,51,570,1,0,14,12,1,1,27,2,1,8,38,2,18,4,2,4,13,0,50,128,0,7,16,0,5,18,7,2,8,4,15,7,1,1,4,6,54,24,23,3,1,3,0,29,4,34,41,6,1,26,0,0,8,0,3,1,0
"964",9,0,10,7,4,0,0,26,4,29,1,0,13,16,0,5,11,19,1,44,12,0,7,36,64,4,3,12,0,2,11,7,19,34,1,21,4,32,19,4,18,63,555,0,2,13,10,2,0,25,1,0,5,42,1,14,4,0,1,6,0,53,75,0,1,28,0,3,6,4,1,8,5,16,14,1,2,1,12,44,36,24,2,0,4,0,31,2,19,28,3,7,33,1,1,4,0,3,0,1
"965",8,0,17,4,4,1,0,15,16,29,2,0,21,16,0,2,8,12,1,47,79,2,7,27,62,2,1,13,0,2,6,4,18,25,0,11,4,27,14,10,10,56,538,0,2,4,11,0,0,15,1,3,3,52,4,16,10,0,1,5,0,47,100,5,2,17,0,3,13,2,0,11,9,12,2,2,10,0,7,26,33,33,3,0,2,0,25,1,10,33,5,4,27,1,2,3,0,2,1,2
"966",4,0,16,3,2,3,0,25,12,23,0,0,23,12,0,1,3,2,2,47,46,0,8,30,60,1,5,10,0,3,8,2,21,12,0,10,0,35,20,5,15,56,463,0,3,9,15,0,1,20,0,0,12,51,3,18,8,9,0,9,0,41,139,3,1,11,0,3,17,2,0,6,1,13,11,1,4,1,5,37,37,17,9,0,2,0,26,0,40,31,6,4,36,1,2,1,0,3,1,1
"967",2,0,13,6,2,1,0,26,5,35,0,0,20,25,0,6,2,14,1,44,68,2,5,39,78,1,7,7,0,2,12,2,16,20,1,10,8,38,20,11,11,61,464,0,3,12,10,0,4,18,0,1,9,51,3,14,6,4,0,7,0,52,68,3,2,26,0,1,5,1,2,2,1,21,4,4,3,8,4,27,26,24,8,0,5,0,28,1,104,34,4,8,73,2,0,2,0,0,1,2
"968",7,0,7,4,6,0,2,26,4,27,2,0,21,13,22,3,4,11,1,38,203,2,4,30,105,3,7,10,0,2,14,2,14,16,0,11,10,33,24,4,9,56,463,0,4,10,9,0,2,18,2,0,4,49,3,19,4,0,0,7,0,23,129,3,2,15,0,5,9,1,0,5,2,13,12,1,0,3,11,41,33,28,9,0,4,0,21,0,52,29,2,7,28,0,0,16,0,2,1,0
"969",6,1,2,3,4,0,1,19,6,35,1,0,22,19,33,3,5,12,0,47,116,0,3,29,115,1,4,19,3,0,9,1,16,9,1,9,9,29,20,12,5,45,560,0,3,12,12,1,4,16,1,1,14,48,1,22,6,1,0,12,0,43,53,1,2,15,0,2,19,3,1,12,2,19,11,2,3,3,16,39,36,19,6,0,7,0,33,4,45,32,3,4,44,0,2,7,0,4,1,3
"970",5,0,6,2,3,0,0,24,2,32,4,1,19,17,5,1,7,16,0,44,79,1,8,28,83,0,2,18,1,0,10,1,27,7,0,16,4,36,21,9,2,53,499,0,2,12,10,0,3,12,2,0,16,53,5,22,9,0,0,8,0,51,49,2,6,17,0,2,6,1,3,8,5,20,7,2,2,5,10,37,31,28,8,0,1,0,33,2,41,46,3,4,28,0,1,2,0,2,0,2
"971",6,0,8,1,3,0,0,26,10,25,0,0,17,12,3,2,5,6,0,51,25,0,5,16,74,2,4,10,2,1,11,5,24,24,2,21,4,28,26,14,2,52,535,0,2,7,12,1,1,26,2,3,10,52,6,22,2,16,0,20,0,28,92,2,1,33,0,6,0,1,0,4,3,10,4,1,1,4,6,40,39,23,5,0,4,0,38,1,79,30,5,13,23,1,1,5,1,1,1,0
"972",6,1,3,4,1,0,1,28,6,39,3,1,26,12,0,2,3,10,2,50,25,1,7,22,64,1,0,8,0,4,10,2,23,25,0,17,1,31,19,11,1,51,643,0,0,15,10,0,1,19,2,3,14,52,5,17,6,10,0,7,0,28,43,1,3,26,0,2,6,2,2,10,6,23,5,0,3,3,4,38,35,29,7,0,4,0,22,1,74,31,5,6,29,1,1,2,0,1,1,0
"973",4,0,7,3,2,4,3,26,2,29,1,1,26,16,0,1,9,16,1,51,5,2,5,19,74,0,1,22,0,1,12,3,25,21,0,13,4,29,28,14,10,49,648,0,1,6,9,0,1,25,2,1,16,43,2,16,5,16,0,13,0,14,33,9,2,35,0,4,1,4,0,4,5,22,8,2,4,1,6,44,45,24,6,1,4,0,21,2,50,36,4,8,28,0,1,2,0,2,1,1
"974",11,0,6,1,2,1,7,32,8,23,4,0,18,12,0,2,6,14,2,46,178,3,4,20,97,1,4,17,0,1,9,1,15,13,0,9,5,35,9,11,9,57,555,0,2,11,10,0,3,16,2,2,15,48,1,19,3,15,0,9,0,37,33,6,5,46,0,2,2,1,0,8,5,22,3,3,4,1,8,39,29,20,6,0,6,0,27,2,50,39,3,4,24,0,3,2,0,1,0,0
"975",12,0,8,4,3,1,1,29,15,27,4,0,16,18,0,3,6,22,0,52,109,1,9,24,97,1,5,6,6,1,11,1,22,17,1,7,5,24,17,16,4,61,586,0,3,3,11,0,2,15,2,0,7,49,4,20,3,9,0,10,0,42,28,5,2,26,0,1,7,1,1,3,7,17,0,3,9,1,7,55,41,26,7,0,2,0,26,1,63,36,10,4,33,0,1,6,0,2,2,1
"976",4,1,7,3,3,0,1,24,16,20,1,0,15,19,0,1,2,10,1,46,57,0,6,21,74,2,4,8,6,0,13,4,21,19,0,15,2,18,28,13,2,63,540,0,2,7,10,0,7,11,4,0,7,58,0,17,4,18,0,18,0,57,14,3,6,33,0,7,2,1,1,6,1,16,1,1,6,0,12,43,38,25,9,0,5,0,32,2,68,43,10,5,22,0,3,8,0,1,4,1
"977",7,1,7,3,2,0,5,32,16,21,3,0,24,14,0,6,6,4,0,55,52,1,4,31,57,1,5,4,3,0,12,4,28,19,1,8,4,27,21,7,0,59,562,0,2,5,11,0,2,25,1,1,5,53,2,16,4,7,2,16,0,53,72,1,2,26,0,5,1,1,0,8,9,24,6,1,6,2,6,28,37,18,3,0,3,0,24,3,137,50,6,8,58,0,0,18,0,2,2,0
"978",10,1,9,3,5,2,3,20,13,33,1,0,21,15,0,4,6,27,2,61,22,0,3,28,80,2,1,15,1,2,9,4,25,25,0,11,3,22,19,7,0,65,644,0,4,5,10,0,0,22,0,1,19,50,1,22,13,1,1,12,0,47,66,1,2,37,0,4,1,0,0,8,1,17,11,2,3,0,9,36,28,26,5,0,2,28,29,3,50,31,6,4,42,0,1,2,0,0,1,1
"979",7,1,7,2,0,2,1,29,4,22,1,0,15,15,0,1,6,28,1,62,39,0,3,33,59,3,2,13,0,0,4,3,23,29,1,5,4,30,28,13,0,62,591,0,3,12,11,1,3,21,0,1,13,59,3,18,7,9,2,6,0,44,63,1,2,39,0,3,0,1,1,11,5,10,8,3,2,4,4,27,36,26,6,0,3,23,21,3,106,35,3,4,36,1,2,2,0,2,1,1
"980",8,1,11,1,1,1,1,18,12,26,1,1,13,12,0,7,4,24,3,50,36,3,2,37,62,2,2,31,0,1,13,1,22,23,1,8,9,27,19,10,0,62,515,0,2,9,7,0,2,27,0,1,3,53,4,19,9,10,1,6,0,41,59,1,2,33,0,3,0,0,1,10,0,16,16,4,3,3,4,26,36,30,8,0,3,15,28,4,129,32,1,6,19,0,2,3,0,1,1,0
"981",8,0,10,3,1,0,3,32,18,33,0,1,19,17,0,3,5,16,0,56,72,1,5,27,65,4,2,7,0,0,10,2,12,20,1,6,4,37,14,0,4,62,599,0,1,5,8,0,1,17,2,1,10,63,6,26,9,11,4,5,0,47,36,0,3,25,0,1,16,1,0,13,4,14,6,4,3,4,11,37,26,22,6,1,4,3,25,5,66,42,4,6,59,0,0,4,0,6,2,2
"982",10,0,7,2,5,0,3,28,6,29,1,0,22,12,0,0,7,14,6,47,64,1,5,27,83,0,0,22,0,0,10,5,24,18,0,10,5,15,23,5,10,61,624,0,4,12,8,2,2,18,2,3,4,53,1,13,1,12,5,7,0,45,57,2,5,29,0,4,12,1,0,12,7,17,3,3,5,0,11,46,48,33,5,0,3,26,22,5,117,35,5,7,52,0,0,8,0,3,1,2
"983",7,0,4,4,3,0,2,37,10,36,1,3,18,14,16,4,5,20,0,53,119,2,6,35,89,6,2,25,0,1,7,1,18,18,1,8,5,23,25,5,3,59,636,0,2,8,13,0,0,14,1,1,6,49,4,21,3,16,2,7,0,49,55,3,2,34,0,6,16,1,0,11,7,12,1,1,9,0,7,34,35,32,4,1,3,22,15,3,79,38,4,2,63,0,0,3,0,3,1,0
"984",7,0,7,3,4,0,4,31,10,31,2,0,26,14,6,0,8,4,2,64,79,1,9,27,46,2,2,29,0,0,13,2,20,8,0,8,11,23,20,6,2,68,630,0,1,11,7,0,0,21,1,0,6,65,1,11,3,8,1,6,0,37,24,2,1,58,0,7,19,2,0,5,8,15,2,0,17,5,9,33,31,24,6,0,3,35,20,5,82,29,5,5,61,0,1,11,0,2,1,1
"985",9,2,5,1,3,0,5,26,9,29,0,0,16,19,0,1,7,2,2,44,97,0,6,34,57,2,4,16,0,0,10,4,19,17,0,3,5,28,18,8,0,50,493,0,1,4,7,0,0,13,2,0,1,55,4,20,4,20,2,10,0,40,88,1,4,34,0,6,20,2,0,12,5,12,5,1,3,4,6,46,37,22,7,0,3,37,26,2,95,33,6,7,30,0,0,9,0,0,2,0
"986",6,1,7,1,1,0,1,28,5,19,3,0,20,12,0,2,7,1,1,54,155,0,3,34,56,2,4,13,0,1,12,1,20,20,1,11,20,30,22,10,0,71,486,0,0,5,17,0,0,17,1,0,4,39,3,15,3,8,0,9,0,54,38,0,2,35,0,4,13,3,0,10,3,13,5,0,1,5,5,44,39,31,8,0,4,29,30,2,35,39,6,12,43,0,0,2,0,0,2,3
"987",3,0,6,3,4,0,0,21,4,32,3,0,12,13,0,3,6,0,0,49,122,0,7,44,79,0,5,23,0,2,6,4,24,9,0,7,9,25,14,13,0,71,441,0,3,10,9,1,0,12,3,1,3,50,1,14,2,4,0,18,0,85,43,0,0,31,0,3,21,2,0,9,3,19,5,2,6,3,6,29,44,40,7,0,3,36,26,2,76,37,9,9,55,0,2,2,0,1,3,1
"988",8,1,4,2,1,0,1,24,9,28,3,0,22,19,0,4,9,19,0,55,124,1,4,32,74,3,4,20,0,3,14,5,16,12,2,15,13,29,22,7,5,68,590,1,1,14,12,0,0,24,0,1,12,53,1,12,3,0,3,9,0,49,106,2,1,28,3,5,3,1,0,5,3,7,3,1,1,3,7,36,36,27,8,0,4,48,34,0,58,28,3,8,31,2,0,2,0,1,1,0
"989",6,0,10,5,2,2,3,29,7,33,1,0,18,24,0,1,6,9,4,54,79,0,8,17,77,1,2,13,0,1,10,4,21,16,0,9,6,35,25,2,1,57,629,0,3,12,8,0,0,19,2,1,12,56,0,13,7,15,1,6,0,64,85,2,1,32,2,4,9,7,2,8,5,6,0,2,1,2,5,42,27,23,6,0,3,27,25,5,72,46,9,6,63,2,1,11,0,1,3,0
"990",3,0,2,3,3,1,2,31,4,49,0,0,17,18,0,1,4,12,1,61,111,1,5,23,80,1,2,16,0,0,13,1,27,16,2,9,6,29,20,6,1,57,596,0,1,8,18,1,0,20,3,0,3,51,1,11,13,16,0,9,0,52,99,2,3,43,0,3,6,3,4,11,2,9,0,3,1,4,3,36,32,24,9,0,5,22,25,5,65,37,6,9,43,2,2,12,0,0,0,2
"991",9,0,11,2,2,0,3,26,6,41,0,0,14,20,0,0,8,3,2,38,100,1,4,19,77,1,3,19,0,0,14,3,14,9,1,9,8,35,24,11,1,52,622,0,0,5,9,0,0,20,3,1,1,48,2,21,5,26,3,7,0,55,79,0,1,34,0,3,2,4,1,10,2,15,1,1,1,1,4,31,34,26,8,0,6,28,25,2,54,29,5,9,42,0,2,7,0,0,4,0
"992",8,0,2,1,1,1,1,28,7,29,1,1,14,16,0,0,5,2,4,61,65,0,5,32,47,4,6,22,0,1,11,2,15,8,1,7,6,28,19,2,1,71,616,0,2,9,12,0,0,10,1,1,1,59,2,19,4,27,1,13,0,65,72,0,4,50,0,2,4,1,0,11,3,12,0,0,4,2,4,32,31,26,1,5,9,28,28,1,78,35,8,4,42,0,0,6,0,3,2,1
"993",3,0,12,0,1,0,4,32,4,45,1,0,28,16,0,0,10,1,1,56,46,0,4,31,77,3,5,17,0,2,11,4,23,12,0,6,2,30,17,2,15,63,570,0,1,11,11,0,0,16,2,1,10,65,3,21,7,26,1,7,0,63,43,1,7,32,0,3,1,6,0,17,3,5,4,1,2,8,10,43,37,28,3,1,5,31,23,1,47,37,5,3,30,2,2,1,0,0,0,0
"994",8,0,10,2,3,0,3,36,9,50,1,0,22,16,0,2,3,17,2,55,38,0,5,40,97,0,3,14,0,1,11,3,24,13,2,4,4,22,18,5,5,58,505,0,2,10,14,0,1,21,4,1,1,51,2,23,6,22,0,13,0,59,104,3,3,26,0,1,11,6,2,10,2,15,1,0,6,3,13,48,36,28,3,0,3,25,30,3,34,40,3,4,17,1,0,1,0,0,0,2
"995",9,0,9,2,1,0,6,35,5,58,1,0,21,18,0,0,3,14,1,53,28,0,10,45,98,1,3,22,0,1,10,4,16,12,1,3,2,16,17,5,5,52,488,0,2,6,22,0,1,21,2,1,7,54,2,22,2,7,6,11,0,69,141,1,4,25,0,3,8,3,0,8,5,15,3,2,5,5,14,37,33,35,3,0,4,40,32,3,60,38,6,2,11,0,0,8,0,1,0,0
"996",5,0,4,1,2,2,2,31,10,37,1,0,20,9,0,2,6,5,2,50,77,1,3,36,82,1,4,9,0,1,12,2,16,24,0,4,6,28,23,3,15,57,563,0,1,9,6,0,5,23,1,3,2,54,3,20,4,2,5,17,0,53,87,2,3,15,0,2,11,1,1,9,8,15,2,0,6,0,8,39,36,28,8,0,5,8,30,4,28,31,5,7,31,2,0,2,0,2,5,2
"997",5,0,3,4,3,1,4,37,5,30,4,0,12,11,0,4,5,2,2,53,54,1,3,44,59,2,2,23,0,1,12,2,14,25,0,12,8,30,22,2,12,63,583,0,0,7,12,1,5,10,2,0,2,58,0,21,1,9,4,4,0,66,84,5,3,24,0,2,10,2,0,9,7,17,2,0,3,4,8,44,26,27,8,0,4,3,30,9,55,24,7,6,41,2,0,4,0,5,2,0
"998",6,3,5,2,1,0,8,30,8,26,2,0,17,13,0,1,8,0,1,72,34,0,3,46,81,2,2,15,0,1,10,4,14,19,0,8,13,23,22,2,3,62,620,0,2,14,10,1,2,21,1,2,2,47,1,20,5,30,2,2,0,74,49,7,1,29,0,3,2,4,2,8,6,23,0,3,7,2,4,36,29,29,3,0,1,1,24,6,65,24,6,6,42,1,0,10,0,2,2,1
"999",7,1,4,1,2,1,4,29,9,41,2,0,21,15,0,3,8,1,1,68,20,1,4,35,92,3,3,20,0,0,11,6,20,18,0,8,8,29,23,1,24,63,682,0,0,9,14,0,2,16,0,1,7,58,3,18,2,19,1,4,0,61,63,7,3,28,0,6,5,3,1,4,3,14,5,3,5,5,14,46,41,30,2,0,2,14,19,6,139,30,8,5,54,0,0,4,0,2,2,0
"1000",9,1,4,2,2,1,2,34,6,45,4,0,17,16,0,6,5,8,3,71,23,0,5,56,65,1,2,11,0,1,13,2,28,29,1,8,5,34,23,1,7,64,854,0,0,10,8,0,1,20,1,2,12,51,2,15,2,27,0,5,0,55,73,2,2,45,0,3,12,1,0,5,3,21,4,0,3,4,5,54,28,24,3,0,3,22,29,5,151,35,9,6,71,3,0,2,0,2,1,1
"1001",8,0,6,0,0,1,9,28,3,52,5,0,16,11,0,2,6,0,1,65,74,0,5,51,104,2,0,12,0,1,14,2,25,11,0,7,11,34,14,0,17,73,885,0,3,7,12,0,0,11,2,1,2,63,1,26,0,33,0,11,0,67,21,2,1,27,0,0,13,2,0,16,4,8,1,2,4,3,7,55,33,29,3,0,4,27,22,4,217,44,9,6,107,0,0,3,0,1,3,0
"1002",9,2,7,4,2,0,3,37,0,54,3,0,14,12,0,4,8,0,0,61,102,0,10,44,86,3,2,12,0,0,17,3,23,25,0,3,9,28,16,0,10,75,725,0,3,4,10,0,1,16,0,3,14,50,3,18,3,29,0,5,0,86,65,0,3,43,0,1,12,5,2,8,3,8,3,3,14,3,5,45,32,30,11,0,3,18,30,2,277,28,6,2,56,0,0,1,0,0,0,1
"1003",9,3,3,1,4,0,5,33,9,46,1,1,22,15,0,3,3,0,1,70,40,0,4,43,92,1,3,6,0,0,10,2,29,18,0,4,5,38,15,1,2,59,638,0,3,6,6,1,2,21,0,1,8,74,0,17,1,22,0,7,0,74,47,4,0,46,0,4,9,2,2,10,2,9,2,1,7,2,3,48,31,27,2,0,6,3,29,7,180,39,9,1,56,0,0,2,0,3,2,2
"1004",12,1,5,2,1,0,2,41,17,32,1,0,20,12,0,3,4,0,1,74,56,0,7,45,92,2,1,6,0,1,8,2,26,23,1,5,11,23,16,1,2,82,620,0,2,6,12,0,1,15,0,2,19,65,0,17,5,18,0,7,0,50,59,5,1,54,0,2,4,2,2,7,5,9,6,3,10,1,8,48,35,26,6,3,4,1,22,9,168,48,7,4,46,1,0,0,0,2,0,0
"1005",9,1,6,1,2,0,5,46,11,37,0,0,11,21,0,8,8,11,1,74,52,0,4,52,106,2,8,4,0,1,11,5,18,21,1,8,8,39,25,3,12,66,575,0,2,5,12,0,0,11,2,1,8,73,0,23,1,21,0,7,0,67,59,4,2,46,0,3,0,2,0,10,5,14,6,1,8,10,4,54,34,30,5,0,5,0,26,6,191,42,8,8,48,0,0,1,0,2,1,0
"1006",6,2,11,8,1,0,5,40,10,32,0,0,14,12,10,7,6,2,2,73,28,0,3,42,109,0,8,8,0,0,10,5,23,25,0,9,9,40,22,14,6,54,635,0,0,2,17,1,1,20,2,4,16,69,2,18,2,26,2,6,0,76,92,3,3,45,0,0,7,1,1,13,2,16,5,0,2,1,17,42,44,28,8,0,5,17,25,7,144,32,8,4,36,1,0,0,0,1,0,3
"1007",5,0,8,3,3,0,0,33,6,36,2,0,12,18,24,1,4,7,1,68,59,1,2,57,106,1,1,20,0,0,12,1,12,19,2,8,3,28,21,6,2,63,649,3,0,7,6,1,1,12,1,1,11,73,0,16,7,21,3,3,0,64,155,4,2,53,0,1,8,6,0,9,1,27,3,2,5,3,11,40,35,36,8,0,1,38,17,3,77,25,3,7,22,2,0,0,0,0,1,1
"1008",6,3,7,4,1,0,3,38,8,45,1,2,17,18,24,1,7,1,2,75,18,1,4,58,126,2,7,16,0,1,12,4,10,20,0,6,6,37,18,0,0,78,603,1,3,9,11,0,2,9,1,0,18,57,0,16,4,6,0,6,0,77,108,1,2,53,0,4,14,5,1,11,2,15,0,1,8,3,4,36,36,21,5,0,4,42,30,5,54,32,8,9,29,1,0,2,0,0,3,0
"1009",4,0,3,4,1,0,2,42,7,58,2,0,19,17,27,4,5,0,0,68,55,0,2,53,113,3,6,20,1,0,14,6,24,15,0,4,7,20,25,0,1,78,722,0,1,5,16,0,0,13,2,0,19,78,1,16,3,19,0,4,0,81,59,3,2,58,0,1,9,1,4,6,1,21,1,0,4,1,4,38,39,32,2,0,4,36,41,6,57,33,7,7,24,0,1,5,1,1,2,0
"1010",6,2,6,6,1,0,0,40,7,41,0,0,13,13,27,4,7,1,1,70,21,0,6,65,116,2,4,23,1,0,10,4,30,17,1,5,7,8,11,0,0,57,673,0,1,11,10,0,2,14,2,1,22,62,1,22,3,20,0,3,0,82,113,0,2,65,0,4,13,0,3,12,0,22,1,3,7,0,8,48,40,29,7,0,7,27,25,4,102,30,10,3,16,2,0,5,0,1,1,0
"1011",6,2,7,5,0,0,0,46,10,26,2,0,9,23,19,1,2,0,1,72,28,0,2,58,100,2,6,19,0,0,8,3,16,12,1,7,9,13,22,5,0,58,585,1,0,7,13,0,3,14,1,1,4,67,0,15,1,28,0,4,0,72,105,1,0,78,0,2,6,6,1,5,4,15,7,0,1,1,7,42,35,44,5,0,2,39,33,5,126,35,7,7,19,0,0,1,1,3,0,1
"1012",5,1,3,2,1,0,0,40,7,29,1,0,17,19,24,5,5,0,3,75,8,0,2,62,128,1,4,25,0,1,7,4,8,19,2,13,13,24,19,9,0,71,647,0,3,8,8,0,1,14,0,1,9,90,0,16,2,23,1,9,0,76,66,1,0,63,0,7,5,1,1,10,5,9,4,3,3,4,16,44,39,30,4,0,5,19,30,4,35,28,4,4,5,1,0,3,0,3,0,0
"1013",10,2,3,3,1,0,0,42,5,34,2,0,16,17,8,4,10,0,2,69,23,0,5,63,122,1,9,24,0,0,10,2,11,19,1,9,6,15,21,5,0,56,661,0,2,8,6,0,1,24,1,0,6,65,0,12,0,27,0,10,0,76,49,0,1,77,0,7,4,2,0,14,7,12,5,2,7,1,11,43,37,27,7,1,2,10,24,5,33,34,7,4,34,0,0,12,0,3,1,2
